Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Colombia,Potatoes,2000,128180,3240,75843,26.98
Colombia,Potatoes,2000,128180,3240,75843,22.01
Colombia,Potatoes,2001,143742,3240,85515.3,27.28
Colombia,Potatoes,2001,143742,3240,85515.3,22.5
Colombia,Potatoes,2002,156377,3240,84023.26,27.77
Colombia,Potatoes,2002,156377,3240,84023.26,22.73
Colombia,Potatoes,2004,158199,3240,105514.19,27.3
Colombia,Potatoes,2004,158199,3240,105514.19,22.63
Colombia,Potatoes,2005,151954,3240,117881.45,27.56
Colombia,Potatoes,2005,151954,3240,117881.45,22.69
Colombia,Potatoes,2006,159033,3240,98328.63,27.51
Colombia,Potatoes,2006,159033,3240,98328.63,22.6
Colombia,Potatoes,2007,166986,3240,82439.06,27.45
Colombia,Potatoes,2007,166986,3240,82439.06,22.48
Colombia,Potatoes,2008,176013,3240,48538.97,27.16
Colombia,Potatoes,2008,176013,3240,48538.97,22.07
Colombia,Potatoes,2009,183793,3240,51435.13,27.68
Colombia,Potatoes,2009,183793,3240,51435.13,22.87
Colombia,Potatoes,2010,172462,3240,48618.46,27.54
Colombia,Potatoes,2010,172462,3240,48618.46,22.68
Colombia,Potatoes,2011,173390,3240,53797,27.18
Colombia,Potatoes,2011,173390,3240,53797,22.33
Colombia,Potatoes,2012,181661,3240,48727.73,27.56
Colombia,Potatoes,2012,181661,3240,48727.73,22.58
Colombia,Potatoes,2013,185619,3240,54563.38,27.6
Colombia,Potatoes,2013,185619,3240,54563.38,22.85
Croatia,Potatoes,1992,79015,1113,2304,10.78
Croatia,Potatoes,1993,78435,1113,2675.33,10.19
Croatia,Potatoes,1994,84888,1113,3046.67,11.33
Croatia,Potatoes,1995,104158,1113,3418,10.14
Croatia,Potatoes,1996,101625,1113,3148,9.24
Croatia,Potatoes,1997,98123,1113,3026.25,10.18
Croatia,Potatoes,1998,102378,1113,2904.5,10.42
Croatia,Potatoes,1999,109779,1113,2782.75,10.51
Croatia,Potatoes,2000,84883,1113,2661,11.45
Croatia,Potatoes,2001,102106,1113,2539.25,10.74
Croatia,Potatoes,2002,113892,1113,2417.5,11.18
Croatia,Potatoes,2004,153997,1113,2174,10.06
Croatia,Potatoes,2005,144638,1113,2053,9.62
Croatia,Potatoes,2006,163810,1113,2150,10.56
Croatia,Potatoes,2007,170730,1113,2015,11.31
Croatia,Potatoes,2008,170369,1113,2388,11.09
Croatia,Potatoes,2009,193036,1113,2070,11.06
Croatia,Potatoes,2010,163115,1113,1540,10
Croatia,Potatoes,2011,153960,1113,1638.74,11.02
Croatia,Potatoes,2012,147848,1113,1737.47,11.12
Croatia,Potatoes,2013,158785,1113,1836.21,11.58
Denmark,Potatoes,2010,352675,703,3894,7.54
Denmark,Potatoes,2011,389423,703,4249.48,9.31
Denmark,Potatoes,2012,421316,703,5716,8.7
Denmark,Potatoes,2013,415732,703,4118,8.81
Denmark,Potatoes,1990,374583,703,5650,9.83
Denmark,Potatoes,1991,336135,703,4628,8.62
Denmark,Potatoes,1992,330083,703,4566,9.47
Denmark,Potatoes,1993,386777,703,4103,8.16
Denmark,Potatoes,1994,348378,703,3922,9.15
Denmark,Potatoes,1995,339644,703,5043,8.75
Denmark,Potatoes,1996,367500,703,3672,7.31
Denmark,Potatoes,1997,396154,703,3679,8.91
Denmark,Potatoes,1998,404433,703,3623,8.65
Denmark,Potatoes,1999,395507,703,2867,9.37
Denmark,Potatoes,2000,424863,703,3174,9.67
Denmark,Potatoes,2001,403828,703,3311,8.78
Denmark,Potatoes,2002,399066,703,2868,9.54
Denmark,Potatoes,2004,397415,703,2899,9
Denmark,Potatoes,2005,394100,703,3246,9.11
Denmark,Potatoes,2006,352642,703,3212,9.74
Denmark,Potatoes,2007,385647,703,3336,9.87
Denmark,Potatoes,2008,416339,703,4145,9.82
Denmark,Potatoes,2009,415861,703,2836,9.22
Dominican Republic,Potatoes,1990,118759,1410,4971,26.67
Dominican Republic,Potatoes,1990,118759,1410,4971,26.61
Dominican Republic,Potatoes,1991,123819,1410,4971,26.57
Dominican Republic,Potatoes,1991,123819,1410,4971,26.43
Dominican Republic,Potatoes,1992,86284,1410,4971,26.45
Dominican Republic,Potatoes,1992,86284,1410,4971,26.4
Dominican Republic,Potatoes,1993,98385,1410,4971,26.41
Dominican Republic,Potatoes,1993,98385,1410,4971,26.38
Dominican Republic,Potatoes,1994,121589,1410,4971,26.78
Dominican Republic,Potatoes,1994,121589,1410,4971,26.64
Dominican Republic,Potatoes,1995,103563,1410,3449,26.82
Dominican Republic,Potatoes,1995,103563,1410,3449,26.78
Dominican Republic,Potatoes,1996,98893,1410,3493,26.29
Dominican Republic,Potatoes,1996,98893,1410,3493,26.31
Dominican Republic,Potatoes,1997,92123,1410,3846,27.18
Dominican Republic,Potatoes,1997,92123,1410,3846,27.01
Dominican Republic,Potatoes,1998,91000,1410,4375,27.16
Dominican Republic,Potatoes,1998,91000,1410,4375,27.14
Dominican Republic,Potatoes,1999,110524,1410,5398,26.66
Dominican Republic,Potatoes,1999,110524,1410,5398,26.62
Dominican Republic,Potatoes,2000,142405,1410,5082,26.37
Dominican Republic,Potatoes,2000,142405,1410,5082,26.35
Dominican Republic,Potatoes,2001,183821,1410,7182,26.78
Dominican Republic,Potatoes,2001,183821,1410,7182,26.8
Dominican Republic,Potatoes,2002,166370,1410,4018.07,27.08
Dominican Republic,Potatoes,2002,166370,1410,4018.07,27.05
Dominican Republic,Potatoes,2004,179600,1410,3713.96,26.83
Dominican Republic,Potatoes,2004,179600,1410,3713.96,26.71
Dominican Republic,Potatoes,2005,220766,1410,3515.56,27.03
Dominican Republic,Potatoes,2005,220766,1410,3515.56,26.9
Dominican Republic,Potatoes,2006,222125,1410,4116.45,27.01
Dominican Republic,Potatoes,2006,222125,1410,4116.45,27.08
Dominican Republic,Potatoes,2007,216325,1410,5689.8,27.08
Dominican Republic,Potatoes,2007,216325,1410,5689.8,27.12
Dominican Republic,Potatoes,2008,205454,1410,5409.43,26.76
Dominican Republic,Potatoes,2008,205454,1410,5409.43,26.56
Dominican Republic,Potatoes,2009,219707,1410,5975.25,26.91
Dominican Republic,Potatoes,2009,219707,1410,5975.25,26.88
Dominican Republic,Potatoes,2010,237316,1410,6316.61,26.93
Dominican Republic,Potatoes,2010,237316,1410,6316.61,27.01
Dominican Republic,Potatoes,2011,236186,1410,6316.61,26.79
Dominican Republic,Potatoes,2011,236186,1410,6316.61,26.66
Dominican Republic,Potatoes,2012,242634,1410,6316.61,26.87
Dominican Republic,Potatoes,2012,242634,1410,6316.61,26.84
Dominican Republic,Potatoes,2013,256603,1410,6316.61,26.51
Dominican Republic,Potatoes,2013,256603,1410,6316.61,26.88
Ecuador,Potatoes,1990,71727,2274,2537,21.82
Ecuador,Potatoes,1990,71727,2274,2537,17.6
Ecuador,Potatoes,1990,71727,2274,2537,22.12
Ecuador,Potatoes,1991,68405,2274,2377,21.91
Ecuador,Potatoes,1991,68405,2274,2377,17.59
Ecuador,Potatoes,1991,68405,2274,2377,22.18
Ecuador,Potatoes,1992,77444,2274,2012,21.94
Ecuador,Potatoes,1992,77444,2274,2012,17.67
Ecuador,Potatoes,1992,77444,2274,2012,22.19
Ecuador,Potatoes,1993,74694,2274,1844,21.86
Ecuador,Potatoes,1993,74694,2274,1844,17.42
Ecuador,Potatoes,1993,74694,2274,1844,22.15
Ecuador,Potatoes,1994,81368,2274,2670,21.46
Ecuador,Potatoes,1994,81368,2274,2670,17.4
Ecuador,Potatoes,1994,81368,2274,2670,21.8
Ecuador,Potatoes,1995,71719,2274,2658,21.96
Ecuador,Potatoes,1995,71719,2274,2658,17.7
Ecuador,Potatoes,1995,71719,2274,2658,22.19
Ecuador,Potatoes,1996,84913,2274,2407,21.34
Ecuador,Potatoes,1996,84913,2274,2407,17.23
Ecuador,Potatoes,1996,84913,2274,2407,21.69
Ecuador,Potatoes,1997,89626,2274,7612,22.88
Ecuador,Potatoes,1997,89626,2274,7612,17.82
Ecuador,Potatoes,1997,89626,2274,7612,23
Ecuador,Potatoes,1998,92184,2274,21500,22.59
Ecuador,Potatoes,1998,92184,2274,21500,18.12
Ecuador,Potatoes,1998,92184,2274,21500,22.72
Ecuador,Potatoes,1999,93077,2274,14216,21.21
Ecuador,Potatoes,1999,93077,2274,14216,17.02
Ecuador,Potatoes,1999,93077,2274,14216,21.43
Ecuador,Potatoes,2000,56332,2274,17948,21.34
Ecuador,Potatoes,2000,56332,2274,17948,17.06
Ecuador,Potatoes,2000,56332,2274,17948,21.46
Ecuador,Potatoes,2001,97253,2274,7344,21.51
Ecuador,Potatoes,2001,97253,2274,7344,17.39
Ecuador,Potatoes,2001,97253,2274,7344,21.88
Ecuador,Potatoes,2002,48788,2274,1302.49,22.23
Ecuador,Potatoes,2002,48788,2274,1302.49,17.78
Ecuador,Potatoes,2002,48788,2274,1302.49,22.47
Ecuador,Potatoes,2004,71587,2274,29799.84,22.04
Ecuador,Potatoes,2004,71587,2274,29799.84,17.73
Ecuador,Potatoes,2004,71587,2274,29799.84,22.33
Ecuador,Potatoes,2005,69668,2274,18391.23,21.82
Ecuador,Potatoes,2005,69668,2274,18391.23,17.67
Ecuador,Potatoes,2005,69668,2274,18391.23,22.21
Ecuador,Potatoes,2006,69768,2274,7953.42,22.09
Ecuador,Potatoes,2006,69768,2274,7953.42,17.6
Ecuador,Potatoes,2006,69768,2274,7953.42,22.31
Ecuador,Potatoes,2007,68022,2274,14156.16,21.68
Ecuador,Potatoes,2007,68022,2274,14156.16,17.44
Ecuador,Potatoes,2007,68022,2274,14156.16,21.99
Ecuador,Potatoes,2008,61416,2274,15396.14,21.72
Ecuador,Potatoes,2008,61416,2274,15396.14,17.16
Ecuador,Potatoes,2008,61416,2274,15396.14,21.89
Ecuador,Potatoes,2009,58531,2274,9666.87,22.01
Ecuador,Potatoes,2009,58531,2274,9666.87,17.76
Ecuador,Potatoes,2009,58531,2274,9666.87,22.42
Ecuador,Potatoes,2010,87422,2274,31637.12,21.98
Ecuador,Potatoes,2010,87422,2274,31637.12,17.79
Ecuador,Potatoes,2010,87422,2274,31637.12,22.3
Ecuador,Potatoes,2011,77752,2274,17529.44,21.78
Ecuador,Potatoes,2011,77752,2274,17529.44,17.42
Ecuador,Potatoes,2011,77752,2274,17529.44,22.11
Ecuador,Potatoes,2012,83078,2274,11469.74,21.86
Ecuador,Potatoes,2012,83078,2274,11469.74,17.46
Ecuador,Potatoes,2012,83078,2274,11469.74,22.16
Ecuador,Potatoes,2013,73131,2274,6471.77,21.69
Ecuador,Potatoes,2013,73131,2274,6471.77,17.28
Ecuador,Potatoes,2013,73131,2274,6471.77,21.94
Egypt,Potatoes,1990,205592,51,13214,20.73
Egypt,Potatoes,1990,205592,51,13214,21.6
Egypt,Potatoes,1991,202345,51,8255,20.64
Egypt,Potatoes,1991,202345,51,8255,21.65
Egypt,Potatoes,1992,209071,51,6156,20.09
Egypt,Potatoes,1992,209071,51,6156,21.11
Egypt,Potatoes,1993,207792,51,4175,20.74
Egypt,Potatoes,1993,207792,51,4175,21.79
Egypt,Potatoes,1994,204487,51,4283,21.1
Egypt,Potatoes,1994,204487,51,4283,22.02
Egypt,Potatoes,1995,211244,51,4391,20.62
Egypt,Potatoes,1995,211244,51,4391,21.56
Egypt,Potatoes,1996,202048,51,4499,20.85
Egypt,Potatoes,1996,202048,51,4499,21.88
Egypt,Potatoes,1997,218355,51,4607,20.52
Egypt,Potatoes,1997,218355,51,4607,21.45
Egypt,Potatoes,1998,223302,51,4715,21.29
Egypt,Potatoes,1998,223302,51,4715,22.36
Egypt,Potatoes,1999,232915,51,4823,21.46
Egypt,Potatoes,1999,232915,51,4823,22.28
Egypt,Potatoes,2000,235931,51,4931,20.74
Egypt,Potatoes,2000,235931,51,4931,21.49
Egypt,Potatoes,2001,238739,51,5039,21.45
Egypt,Potatoes,2001,238739,51,5039,22.33
Egypt,Potatoes,2002,240382,51,5147,21.46
Egypt,Potatoes,2002,240382,51,5147,22.41
Egypt,Potatoes,2004,244443,51,5363,21.06
Egypt,Potatoes,2004,244443,51,5363,22.08
Egypt,Potatoes,2005,250826,51,5471,21.08
Egypt,Potatoes,2005,250826,51,5471,22.01
Egypt,Potatoes,2006,250085,51,9781,21.15
Egypt,Potatoes,2006,250085,51,9781,22.05
Egypt,Potatoes,2007,255717,51,9105,21.51
Egypt,Potatoes,2007,255717,51,9105,22.36
Egypt,Potatoes,2008,259390,51,9527,21.74
Egypt,Potatoes,2008,259390,51,9527,22.64
Egypt,Potatoes,2009,264241,51,9013,21.67
Egypt,Potatoes,2009,264241,51,9013,22.63
Egypt,Potatoes,2010,259211,51,11590,22.46
Egypt,Potatoes,2010,259211,51,11590,23.72
Egypt,Potatoes,2011,264311,51,12945,21.18
Egypt,Potatoes,2011,264311,51,12945,21.99
Egypt,Potatoes,2012,268531,51,13991,21.55
Egypt,Potatoes,2012,268531,51,13991,22.48
Egypt,Potatoes,2013,266276,51,13653,21.44
Egypt,Potatoes,2013,266276,51,13653,22.91
El Salvador,Potatoes,1990,140000,1784,2524,26.06
El Salvador,Potatoes,1991,144231,1784,4096,26.08
El Salvador,Potatoes,1992,144444,1784,3940.77,26.22
El Salvador,Potatoes,1993,141509,1784,3785.54,26.12
El Salvador,Potatoes,1994,140741,1784,3630.31,26.33
El Salvador,Potatoes,1995,140000,1784,3475.08,26.05
El Salvador,Potatoes,1996,157368,1784,3319.85,25.77
El Salvador,Potatoes,1997,139286,1784,3164.62,26.48
El Salvador,Potatoes,1998,215536,1784,3009.39,26.48
El Salvador,Potatoes,1999,210286,1784,2854.16,25.67
El Salvador,Potatoes,2000,231200,1784,2698.93,25.78
El Salvador,Potatoes,2001,229878,1784,2543.7,25.92
El Salvador,Potatoes,2002,236013,1784,2388.47,26.12
El Salvador,Potatoes,2004,288786,1784,2078.01,26.2
El Salvador,Potatoes,2005,221220,1784,1922.78,26.07
El Salvador,Potatoes,2006,220517,1784,2265.72,26.14
El Salvador,Potatoes,2007,218481,1784,1940.78,26.02
El Salvador,Potatoes,2008,218555,1784,3899.48,25.71
El Salvador,Potatoes,2009,252417,1784,3333.88,26.21
El Salvador,Potatoes,2010,252796,1784,3598.59,25.96
El Salvador,Potatoes,2011,196316,1784,3231.13,25.95
El Salvador,Potatoes,2012,295706,1784,2595.16,26.04
El Salvador,Potatoes,2013,426047,1784,6005.08,26.36
Eritrea,Potatoes,1993,82000,383,4.44,24.09
Eritrea,Potatoes,1994,80659,383,4.44,24.13
Eritrea,Potatoes,1995,79816,383,4.44,24.37
Eritrea,Potatoes,1996,79592,383,4.44,24.36
Eritrea,Potatoes,1997,80769,383,30.92,24.32
Eritrea,Potatoes,1998,83333,383,19.61,24.78
Eritrea,Potatoes,1999,80000,383,22.28,24.68
Eritrea,Potatoes,2000,70012,383,24.96,24.76
Eritrea,Potatoes,2001,58050,383,27.63,24.61
Eritrea,Potatoes,2002,61120,383,27.63,24.86
Eritrea,Potatoes,2004,64000,383,27.63,24.79
Eritrea,Potatoes,2005,79311,383,27.63,24.85
Eritrea,Potatoes,2006,78493,383,27.63,24.7
Eritrea,Potatoes,2007,24508,383,27.63,24.7
Eritrea,Potatoes,2008,8406,383,27.63,24.79
Eritrea,Potatoes,2009,12000,383,27.63,25.3
Eritrea,Potatoes,2010,15729,383,27.63,25.22
Eritrea,Potatoes,2011,18180,383,27.63,24.78
Eritrea,Potatoes,2012,14209,383,27.63,25.16
Eritrea,Potatoes,2013,12819,383,27.63,25.87
Estonia,Potatoes,1992,144514,626,469,6.51
Estonia,Potatoes,1993,126432,626,170,5.26
Estonia,Potatoes,1994,140959,626,176,5.35
Estonia,Potatoes,1995,145590,626,154,6.23
Estonia,Potatoes,1996,141758,626,133,4.63
Estonia,Potatoes,1997,124153,626,200,5.95
Estonia,Potatoes,1998,97147,626,195,5.5
Estonia,Potatoes,1999,129807,626,187,6.55
Estonia,Potatoes,2000,152654,626,315,7.12
Estonia,Potatoes,2001,155249,626,329,6.08
Estonia,Potatoes,2002,131599,626,331,6.34
Estonia,Potatoes,2004,103416,626,351,6.03
Estonia,Potatoes,2005,150277,626,386,6.04
Estonia,Potatoes,2006,132608,626,452,6.7
Estonia,Potatoes,2007,171977,626,460,6.97
Estonia,Potatoes,2008,142273,626,551,7.39
Estonia,Potatoes,2009,152752,626,402,6.14
Estonia,Potatoes,2010,174562,626,514,5.06
Estonia,Potatoes,2011,178361,626,460,6.98
Estonia,Potatoes,2012,182175,626,553,5.57
Estonia,Potatoes,2013,193558,626,567,7.28
Finland,Potatoes,1990,214976,536,2001,6.07
Finland,Potatoes,1991,185663,536,1738,5.62
Finland,Potatoes,1992,192894,536,1372,5.8
Finland,Potatoes,1993,213516,536,1200,4.74
Finland,Potatoes,1994,198795,536,1247,4.66
Finland,Potatoes,1995,221053,536,1041,5.63
Finland,Potatoes,1996,220029,536,909,4.2
Finland,Potatoes,1997,227139,536,999,5.36
Finland,Potatoes,1998,180091,536,1164,4.71
Finland,Potatoes,1999,244923,536,1139,5.7
Finland,Potatoes,2000,243851,536,1147.48,6.57
Finland,Potatoes,2001,244267,536,1423.27,5.35
Finland,Potatoes,2002,261779,536,1620.36,5.54
Finland,Potatoes,2004,226886,536,1489.12,5.4
Finland,Potatoes,2005,256990,536,1431.04,5.8
Finland,Potatoes,2006,205607,536,1645.3,5.91
Finland,Potatoes,2007,256996,536,1479.45,6.23
Finland,Potatoes,2008,261221,536,1621.86,6.77
Finland,Potatoes,2009,286098,536,1693.8,5.49
Finland,Potatoes,2010,261548,536,1746.71,4.36
Finland,Potatoes,2011,275943,536,1707.54,6.38
Finland,Potatoes,2012,236522,536,1545.25,5.12
Finland,Potatoes,2013,281312,536,1475.39,6.17
France,Potatoes,1990,290790,867,97701,11.96
France,Potatoes,1991,321625,867,103434,10.6
France,Potatoes,1992,365434,867,85249,11.15
France,Potatoes,1993,360076,867,91953,10.7
France,Potatoes,1994,335302,867,89515,11.96
France,Potatoes,1995,347354,867,84011,11.69
France,Potatoes,1996,361751,867,97890,10.14
France,Potatoes,1997,397848,867,109792,11.59
France,Potatoes,1998,373559,867,107753,11.25
France,Potatoes,1999,397361,867,114695,11.83
France,Potatoes,2000,395987,867,97878,11.74
France,Potatoes,2001,374385,867,99694,11.37
France,Potatoes,2002,423804,867,82448,11.87
France,Potatoes,2004,454162,867,76099,11.34
France,Potatoes,2005,422227,867,78265,11.55
France,Potatoes,2006,401909,867,71612,11.79
France,Potatoes,2007,453347,867,77255,11.75
France,Potatoes,2008,435194,867,78577,11.28
France,Potatoes,2009,437856,867,63676,11.46
France,Potatoes,2010,421566,867,61903,10.41
France,Potatoes,2011,468991,867,61039,12.33
France,Potatoes,2012,413769,867,63547.59,11.22
France,Potatoes,2013,431560,867,66497.29,11.01
Germany,Potatoes,1990,257764,700,31289,10.71
Germany,Potatoes,1990,257764,700,31289,10.08
Germany,Potatoes,1990,257764,700,31289,5.92
Germany,Potatoes,1991,298464,700,32006,9.36
Germany,Potatoes,1991,298464,700,32006,8.79
Germany,Potatoes,1991,298464,700,32006,4.93
Germany,Potatoes,1992,301928,700,29542,10.38
Germany,Potatoes,1992,301928,700,29542,9.84
Germany,Potatoes,1992,301928,700,29542,5.91
Germany,Potatoes,1993,392539,700,25170,9.34
Germany,Potatoes,1993,392539,700,25170,8.57
Germany,Potatoes,1993,392539,700,25170,5.33
Germany,Potatoes,1994,329512,700,26330,10.43
Germany,Potatoes,1994,329512,700,26330,9.73
Germany,Potatoes,1994,329512,700,26330,6.64
Germany,Potatoes,1995,314059,700,30090,9.75
Germany,Potatoes,1995,314059,700,30090,9.16
Germany,Potatoes,1995,314059,700,30090,5.33
Germany,Potatoes,1996,390096,700,31683,7.88
Germany,Potatoes,1996,390096,700,31683,7.42
Germany,Potatoes,1996,390096,700,31683,4.49
Germany,Potatoes,1997,384055,700,30414,9.73
Germany,Potatoes,1997,384055,700,30414,9.27
Germany,Potatoes,1997,384055,700,30414,5.79
Germany,Potatoes,1998,381394,700,33377,10.05
Germany,Potatoes,1998,381394,700,33377,9.31
Germany,Potatoes,1998,381394,700,33377,5.66
Germany,Potatoes,1999,374989,700,30019,10.58
Germany,Potatoes,1999,374989,700,30019,10.02
Germany,Potatoes,1999,374989,700,30019,5.55
Germany,Potatoes,2000,433437,700,35273.17,10.96
Germany,Potatoes,2000,433437,700,35273.17,10.12
Germany,Potatoes,2000,433437,700,35273.17,6.33
Germany,Potatoes,2001,407758,700,33423.49,9.69
Germany,Potatoes,2001,407758,700,33423.49,9.19
Germany,Potatoes,2001,407758,700,33423.49,5.59
Germany,Potatoes,2002,391226,700,34431.72,10.26
Germany,Potatoes,2002,391226,700,34431.72,9.86
Germany,Potatoes,2002,391226,700,34431.72,6.26
Germany,Potatoes,2004,441756,700,34930.37,9.82
Germany,Potatoes,2004,441756,700,34930.37,9.48
Germany,Potatoes,2004,441756,700,34930.37,5.43
Germany,Potatoes,2005,419798,700,36386.27,9.92
Germany,Potatoes,2005,419798,700,36386.27,9.58
Germany,Potatoes,2005,419798,700,36386.27,5.01
Germany,Potatoes,2006,365680,700,38540.15,10.55
Germany,Potatoes,2006,365680,700,38540.15,10.15
Germany,Potatoes,2006,365680,700,38540.15,5.94
Germany,Potatoes,2007,423470,700,40740.64,10.88
Germany,Potatoes,2007,423470,700,40740.64,10.37
Germany,Potatoes,2007,423470,700,40740.64,6.28
Germany,Potatoes,2008,437606,700,43413.01,10.66
Germany,Potatoes,2008,437606,700,43413.01,10.04
Germany,Potatoes,2008,437606,700,43413.01,5.94
Germany,Potatoes,2009,443045,700,39289.43,10.06
Germany,Potatoes,2009,443045,700,39289.43,9.61
Germany,Potatoes,2009,443045,700,39289.43,5.89
Germany,Potatoes,2010,398758,700,40832.42,8.61
Germany,Potatoes,2010,398758,700,40832.42,7.97
Germany,Potatoes,2010,398758,700,40832.42,4.85
Germany,Potatoes,2011,457565,700,43754.35,10.56
Germany,Potatoes,2011,457565,700,43754.35,9.73
Germany,Potatoes,2011,457565,700,43754.35,6.56
Germany,Potatoes,2012,447570,700,45522.5,9.96
Germany,Potatoes,2012,447570,700,45522.5,9.2
Germany,Potatoes,2012,447570,700,45522.5,5.88
Germany,Potatoes,2013,398258,700,43756.1,10.12
Germany,Potatoes,2013,398258,700,43756.1,9.17
Germany,Potatoes,2013,398258,700,43756.1,6
Greece,Potatoes,1990,189470,652,7420,18.05
Greece,Potatoes,1991,202182,652,7420,17.07
Greece,Potatoes,1992,204323,652,7869,17.13
Greece,Potatoes,1993,202484,652,8826,17.53
Greece,Potatoes,1994,200479,652,6341,18.47
Greece,Potatoes,1995,200585,652,6663,17.82
Greece,Potatoes,1996,200578,652,7296,17.46
Greece,Potatoes,1997,191769,652,9223,17.35
Greece,Potatoes,1998,202472,652,10702,18.15
Greece,Potatoes,1999,199050,652,9635,18.82
Greece,Potatoes,2000,207228,652,10627,18.2
Greece,Potatoes,2001,204626,652,10725,18.67
Greece,Potatoes,2002,193885,652,11852,18.33
Greece,Potatoes,2004,202638,652,11594,18.07
Greece,Potatoes,2005,200680,652,12083,17.91
Greece,Potatoes,2006,198412,652,7505.3,17.78
Greece,Potatoes,2007,206388,652,7345.7,18.67
Greece,Potatoes,2008,201148,652,5130.8,18.61
Greece,Potatoes,2009,207007,652,3404.4,18.52
Greece,Potatoes,2010,206835,652,5607.7,19.3
Greece,Potatoes,2011,202160,652,8189.8,17.67
Greece,Potatoes,2012,199165,652,8002.2,18.82
Greece,Potatoes,2013,206787,652,8081.72,19.36
Guatemala,Potatoes,1990,210685,1996,12004.33,19.64
Guatemala,Potatoes,1991,207137,1996,12004.33,19.91
Guatemala,Potatoes,1992,204371,1996,12004.33,19.89
Guatemala,Potatoes,1993,207000,1996,12004.33,19.85
Guatemala,Potatoes,1994,208248,1996,12004.33,20.08
Guatemala,Potatoes,1995,207000,1996,12004.33,19.98
Guatemala,Potatoes,1996,209629,1996,12004.33,19.48
Guatemala,Potatoes,1997,212213,1996,11419.53,20.16
Guatemala,Potatoes,1998,213250,1996,10834.74,20.36
Guatemala,Potatoes,1999,215496,1996,10249.94,19.44
Guatemala,Potatoes,2000,224631,1996,9665.14,19.47
Guatemala,Potatoes,2001,367969,1996,10023.42,19.62
Guatemala,Potatoes,2002,335861,1996,10381.71,19.93
Guatemala,Potatoes,2004,255804,1996,11959.92,19.85
Guatemala,Potatoes,2005,268403,1996,13506.02,19.99
Guatemala,Potatoes,2006,248346,1996,15951.27,19.88
Guatemala,Potatoes,2007,250489,1996,22883.17,19.9
Guatemala,Potatoes,2008,242863,1996,18091.67,19.51
Guatemala,Potatoes,2009,252535,1996,13276.7,19.99
Guatemala,Potatoes,2010,252547,1996,14898.25,19.85
Guatemala,Potatoes,2011,255064,1996,16540.71,19.85
Guatemala,Potatoes,2012,249536,1996,19726.3,19.88
Guatemala,Potatoes,2013,247554,1996,20489.4,20.37
Guinea,Potatoes,2004,61356,1651,327.49,27.56
Guinea,Potatoes,2005,63603,1651,351.84,27.66
Guinea,Potatoes,2006,61011,1651,376.19,27.2
Guinea,Potatoes,2007,59380,1651,400.55,27.28
Guinea,Potatoes,2008,65720,1651,424.9,27.61
Guinea,Potatoes,2009,89880,1651,449.26,27.37
Guinea,Potatoes,2010,59840,1651,556.24,27.8
Guinea,Potatoes,2011,56960,1651,663.23,27.51
Guinea,Potatoes,2012,68229,1651,770.21,27.28
Guinea,Potatoes,2013,75236,1651,877.19,27.29
Haiti,Potatoes,1990,109308,1440,17.14,27.11
Haiti,Potatoes,1991,142771,1440,18.86,27.01
Haiti,Potatoes,1992,145455,1440,11.52,26.81
Haiti,Potatoes,1993,150000,1440,6.96,26.78
Haiti,Potatoes,1994,146259,1440,8.58,27.28
Haiti,Potatoes,1995,143353,1440,12.32,27.3
Haiti,Potatoes,1996,140000,1440,14.44,26.85
Haiti,Potatoes,1997,133760,1440,16.35,27.74
Haiti,Potatoes,1998,127059,1440,23.78,27.57
Haiti,Potatoes,1999,122222,1440,26.32,27.01
Haiti,Potatoes,2000,120000,1440,27.85,26.76
Haiti,Potatoes,2001,129412,1440,27.85,27.21
Haiti,Potatoes,2002,127500,1440,27.85,27.42
Haiti,Potatoes,2004,127778,1440,27.85,27.37
Haiti,Potatoes,2005,130000,1440,27.85,27.35
Haiti,Potatoes,2006,130461,1440,27.85,27.41
Haiti,Potatoes,2007,131818,1440,27.85,27.47
Haiti,Potatoes,2008,130435,1440,27.85,27.08
Haiti,Potatoes,2009,125000,1440,27.85,27.35
Haiti,Potatoes,2010,121373,1440,27.85,27.19
Haiti,Potatoes,2011,126448,1440,27.85,27.1
Haiti,Potatoes,2012,127191,1440,27.85,27.2
Haiti,Potatoes,2013,127142,1440,27.85,27.2
Honduras,Potatoes,1990,113100,1976,9880.07,24.53
Honduras,Potatoes,1991,126721,1976,6289.7,24.61
Honduras,Potatoes,1992,168751,1976,9904.59,24.77
Honduras,Potatoes,1993,114676,1976,6768,24.58
Honduras,Potatoes,1994,107494,1976,3160.91,24.87
Honduras,Potatoes,1995,108075,1976,7800,24.95
Honduras,Potatoes,1996,128591,1976,6464,24.39
Honduras,Potatoes,1997,132505,1976,6980,25.03
Honduras,Potatoes,1998,129694,1976,3495,25.37
Honduras,Potatoes,1999,105190,1976,2387,24.41
Honduras,Potatoes,2000,163204,1976,4376,24.43
Honduras,Potatoes,2001,170700,1976,1141,24.4
Honduras,Potatoes,2002,165543,1976,1772.3,24.61
Honduras,Potatoes,2004,172745,1976,3034.91,24.68
Honduras,Potatoes,2005,161908,1976,3666.21,24.77
Honduras,Potatoes,2006,162963,1976,4297.51,24.88
Honduras,Potatoes,2007,181923,1976,5283.93,24.55
